ensemblID,mean_rpkm
ENSG00000000003,1.48868843515193
ENSG00000000005,1.11981144337808
ENSG00000000419,5.04960925781501
ENSG00000000457,0.433504891154112
ENSG00000000460,0.81297286284077
ENSG00000000938,0.118540962244253
ENSG00000000971,0.00205615714912668
ENSG00000001036,2.27017662171757
ENSG00000001084,0.702063016804764
ENSG00000001167,1.48028709716101
ENSG00000001460,0.410282144912796
ENSG00000001461,0.437015388014998
ENSG00000001497,1.22827140205477
ENSG00000001561,0.621945963570079
ENSG00000001617,1.17860608120046
ENSG00000001626,0.077038138031603
ENSG00000001629,0.810353197176792
ENSG00000001630,1.95504351001476
ENSG00000001631,0.845799123243033
ENSG00000002016,0.684787516765528
ENSG00000002330,2.32410487797495
ENSG00000002549,1.49914857231641
ENSG00000002586,1.22418989942463
ENSG00000002587,0.129876696605543
ENSG00000002745,0.077963360554608
ENSG00000002746,0.175540794421147
ENSG00000002822,0.671638976542179
ENSG00000002834,1.18166978255629
ENSG00000002919,1.3098158783927
ENSG00000002933,0.0748675253449337
ENSG00000003056,1.90202122158553
ENSG00000003096,0.565576731441614
ENSG00000003137,0.0596976216124121
ENSG00000003147,1.03325285537333
ENSG00000003249,1.26291623586143
ENSG00000003393,0.569077518698458
ENSG00000003400,0.255842546818951
ENSG00000003402,0.176814719563585
ENSG00000003436,0.147955353483084
ENSG00000003509,1.35784758353752
ENSG00000003756,0.562068727914416
ENSG00000003987,0.440278535279089
ENSG00000003989,0.710840707660128
ENSG00000004059,3.78380999391543
ENSG00000004139,0.248082393513767
ENSG00000004142,2.44708028813665
ENSG00000004399,0.653914319292806
ENSG00000004455,0.738827359884437
ENSG00000004468,0.0842626445642125
ENSG00000004478,1.72400938660559
ENSG00000004487,1.57132174484735
ENSG00000004534,0.908189853775458
ENSG00000004660,0.488491666027202
ENSG00000004700,1.57519440032081
ENSG00000004766,0.367089586873899
ENSG00000004776,0.680376509434606
ENSG00000004777,0.826510092287381
ENSG00000004779,4.20437432897686
ENSG00000004799,0.0286080296506165
ENSG00000004838,0.0732882251906937
ENSG00000004864,1.80118511164865
ENSG00000004866,0.601709526747668
ENSG00000004897,0.916107968593184
ENSG00000004948,0.34389683643449
ENSG00000004961,2.17106303708068
ENSG00000004975,1.04896463973146
ENSG00000005001,0.368605958709474
ENSG00000005007,0.841746201854665
ENSG00000005020,0.486346084711016
ENSG00000005022,5.77956282925869
ENSG00000005059,1.00641016765499
ENSG00000005075,3.87860860587291
ENSG00000005100,1.19037730695161
ENSG00000005102,0.0126333472090754
ENSG00000005108,0.0822371483874575
ENSG00000005156,0.511089921820918
ENSG00000005175,1.10075688023984
ENSG00000005187,0.432643250455104
ENSG00000005189,0.669604465898256
ENSG00000005194,1.86979464418015
ENSG00000005206,0.688327346884209
ENSG00000005238,0.467549262468758
