Num	Gene_ID
1	ENSG00000000419
2	ENSG00000001036
3	ENSG00000001084
4	ENSG00000001630
5	ENSG00000002549
6	ENSG00000002726
7	ENSG00000003137
8	ENSG00000003989
9	ENSG00000004455
10	ENSG00000004864
11	ENSG00000004939
12	ENSG00000005022
13	ENSG00000005075
14	ENSG00000005249
15	ENSG00000005381
16	ENSG00000005421
17	ENSG00000005469
18	ENSG00000005483
19	ENSG00000005882
20	ENSG00000006625
21	ENSG00000006757
22	ENSG00000007001
23	ENSG00000007047
24	ENSG00000007168
25	ENSG00000007264
26	ENSG00000007350
27	ENSG00000008128
28	ENSG00000008130
29	ENSG00000008311
30	ENSG00000008394
31	ENSG00000010256
32	ENSG00000010810
33	ENSG00000011009
34	ENSG00000011052
35	ENSG00000011083
36	ENSG00000011485
37	ENSG00000011566
38	ENSG00000012232
39	ENSG00000012660
40	ENSG00000012779
41	ENSG00000012983
42	ENSG00000013375
43	ENSG00000013392
44	ENSG00000013441
45	ENSG00000013503
46	ENSG00000014138
47	ENSG00000014641
48	ENSG00000015413
49	ENSG00000015520
50	ENSG00000015532
51	ENSG00000016864
52	ENSG00000017260
53	ENSG00000017483
54	ENSG00000017797
55	ENSG00000018280
56	ENSG00000018510
57	ENSG00000019186
58	ENSG00000021461
59	ENSG00000023041
60	ENSG00000023330
61	ENSG00000023697
62	ENSG00000023909
63	ENSG00000025423
64	ENSG00000025800
65	ENSG00000027847
66	ENSG00000028116
67	ENSG00000030066
68	ENSG00000030304
69	ENSG00000031698
70	ENSG00000032444
71	ENSG00000033011
72	ENSG00000033100
73	ENSG00000033170
74	ENSG00000033867
75	ENSG00000034152
76	ENSG00000035687
77	ENSG00000036565
78	ENSG00000037757
79	ENSG00000038002
80	ENSG00000038210
81	ENSG00000038274
82	ENSG00000039123
83	ENSG00000040933
84	ENSG00000044446
85	ENSG00000047230
86	ENSG00000047249
87	ENSG00000047315
88	ENSG00000047410
89	ENSG00000047936
90	ENSG00000048392
91	ENSG00000049860
92	ENSG00000050748
93	ENSG00000051341
94	ENSG00000051382
95	ENSG00000052802
96	ENSG00000053371
97	ENSG00000054148
98	ENSG00000054179
99	ENSG00000054983
100	ENSG00000055332
101	ENSG00000056998
102	ENSG00000058091
103	ENSG00000058600
104	ENSG00000058729
105	ENSG00000058804
106	ENSG00000059573
107	ENSG00000059758
108	ENSG00000059804
109	ENSG00000060069
110	ENSG00000060642
111	ENSG00000060656
112	ENSG00000060762
113	ENSG00000060971
114	ENSG00000060982
115	ENSG00000062485
116	ENSG00000062822
117	ENSG00000063176
118	ENSG00000063601
119	ENSG00000063854
120	ENSG00000064601
121	ENSG00000064763
122	ENSG00000065154
123	ENSG00000065243
124	ENSG00000065361
125	ENSG00000065427
126	ENSG00000065559
127	ENSG00000065613
128	ENSG00000065675
129	ENSG00000065833
130	ENSG00000065911
131	ENSG00000066322
132	ENSG00000066379
133	ENSG00000066468
134	ENSG00000066926
135	ENSG00000067057
136	ENSG00000067064
137	ENSG00000067113
138	ENSG00000067225
139	ENSG00000067606
140	ENSG00000067829
141	ENSG00000067840
142	ENSG00000067900
143	ENSG00000068001
144	ENSG00000068078
145	ENSG00000068120
146	ENSG00000068366
147	ENSG00000068383
148	ENSG00000068654
149	ENSG00000068745
150	ENSG00000068976
151	ENSG00000069248
152	ENSG00000069535
153	ENSG00000069764
154	ENSG00000069943
155	ENSG00000069956
156	ENSG00000070214
157	ENSG00000070501
158	ENSG00000070610
159	ENSG00000070614
160	ENSG00000070669
161	ENSG00000070759
162	ENSG00000070770
163	ENSG00000070961
164	ENSG00000071054
165	ENSG00000071242
166	ENSG00000071553
167	ENSG00000071967
168	ENSG00000072041
169	ENSG00000072042
170	ENSG00000072062
171	ENSG00000072135
172	ENSG00000072310
173	ENSG00000072506
174	ENSG00000072518
175	ENSG00000072756
176	ENSG00000072778
177	ENSG00000073060
178	ENSG00000073578
179	ENSG00000073711
180	ENSG00000073734
181	ENSG00000073737
182	ENSG00000073849
183	ENSG00000074370
184	ENSG00000074590
185	ENSG00000074621
186	ENSG00000074696
187	ENSG00000074800
188	ENSG00000074966
189	ENSG00000075188
190	ENSG00000075239
191	ENSG00000075413
192	ENSG00000075415
193	ENSG00000075673
194	ENSG00000076201
195	ENSG00000076351
196	ENSG00000076685
197	ENSG00000076984
198	ENSG00000077009
199	ENSG00000077463
200	ENSG00000077498
201	ENSG00000077514
202	ENSG00000077782
203	ENSG00000078061
204	ENSG00000078070
205	ENSG00000079215
206	ENSG00000079335
207	ENSG00000079435
208	ENSG00000079459
209	ENSG00000079462
210	ENSG00000079739
211	ENSG00000080511
212	ENSG00000080819
213	ENSG00000081181
214	ENSG00000081237
215	ENSG00000081320
216	ENSG00000081377
217	ENSG00000081721
218	ENSG00000081800
219	ENSG00000081913
220	ENSG00000083123
221	ENSG00000083223
222	ENSG00000083720
223	ENSG00000084090
224	ENSG00000084207
225	ENSG00000084754
226	ENSG00000084774
227	ENSG00000085231
228	ENSG00000085415
229	ENSG00000085511
230	ENSG00000085662
231	ENSG00000085871
232	ENSG00000085998
233	ENSG00000086015
234	ENSG00000086062
235	ENSG00000086159
236	ENSG00000086232
237	ENSG00000086544
238	ENSG00000086848
239	ENSG00000087008
240	ENSG00000087053
241	ENSG00000087076
242	ENSG00000087085
243	ENSG00000087095
244	ENSG00000087157
245	ENSG00000087470
246	ENSG00000087586
247	ENSG00000088035
248	ENSG00000088766
249	ENSG00000088826
250	ENSG00000089057
251	ENSG00000089597
252	ENSG00000090013
253	ENSG00000090020
254	ENSG00000090054
255	ENSG00000090060
256	ENSG00000090402
257	ENSG00000090661
258	ENSG00000090857
259	ENSG00000090861
260	ENSG00000090971
261	ENSG00000091138
262	ENSG00000091140
263	ENSG00000091483
264	ENSG00000092068
265	ENSG00000092445
266	ENSG00000092621
267	ENSG00000092964
268	ENSG00000093000
269	ENSG00000093010
270	ENSG00000093072
271	ENSG00000094841
272	ENSG00000094914
273	ENSG00000095015
274	ENSG00000095059
275	ENSG00000095139
276	ENSG00000095303
277	ENSG00000095319
278	ENSG00000095321
279	ENSG00000095380
280	ENSG00000095464
281	ENSG00000095596
282	ENSG00000096006
283	ENSG00000096063
284	ENSG00000096717
285	ENSG00000097007
286	ENSG00000097021
287	ENSG00000097033
288	ENSG00000097046
289	ENSG00000099194
290	ENSG00000099377
291	ENSG00000099381
292	ENSG00000099624
293	ENSG00000099797
294	ENSG00000099810
295	ENSG00000099817
296	ENSG00000099821
297	ENSG00000099875
298	ENSG00000099904
299	ENSG00000100030
300	ENSG00000100031
301	ENSG00000100033
302	ENSG00000100075
303	ENSG00000100078
304	ENSG00000100092
305	ENSG00000100101
306	ENSG00000100116
307	ENSG00000100121
308	ENSG00000100142
309	ENSG00000100170
310	ENSG00000100243
311	ENSG00000100288
312	ENSG00000100292
313	ENSG00000100294
314	ENSG00000100299
315	ENSG00000100344
316	ENSG00000100348
317	ENSG00000100372
318	ENSG00000100412
319	ENSG00000100413
320	ENSG00000100417
321	ENSG00000100422
322	ENSG00000100448
323	ENSG00000100504
324	ENSG00000100522
325	ENSG00000100526
326	ENSG00000100554
327	ENSG00000100577
328	ENSG00000100596
329	ENSG00000100600
330	ENSG00000100605
331	ENSG00000100644
332	ENSG00000100652
333	ENSG00000100714
334	ENSG00000100749
335	ENSG00000100889
336	ENSG00000100938
337	ENSG00000100979
338	ENSG00000100983
339	ENSG00000100994
