ensemblID,IPS_ctrl,IPS_polg,NSC_ctrl,NSC_polg
ENSG00000000003,24.0343104450931,16.1708074849872,20.3180108963367,10.4747311697052
ENSG00000000005,1.53893152338991,0.732018535838055,1.2980719590727,16.8515844236388
ENSG00000000419,55.8422714692796,55.3041351962118,39.5111699175517,32.1044391346263
ENSG00000000457,1.00911827397957,1.08676999097662,1.42883734834233,1.50079731615895
ENSG00000000460,4.70251037355792,4.47176878369922,1.77357505185768,1.25226973802072
ENSG00000000938,0.096114450180879,0.0999965567365069,0.0177524518962767,0.00314612233952263
ENSG00000000971,0.00144368486678577,0.000997391373298834,21.4183467895463,29.6024078378572
ENSG00000001036,29.7264074334801,30.1851434363038,25.5195986171723,21.1626591788245
ENSG00000001084,7.61605248806572,6.29277177067632,2.30720526799159,2.03611971430624
ENSG00000001167,12.9057459233043,12.2093330176429,15.3709808002261,13.3689118643442
ENSG00000001460,1.23983986829403,1.48432655885864,0.497142255075151,0.369209809600529
ENSG00000001461,1.74624853742748,1.88982000377189,3.17993074851643,1.8873186755233
ENSG00000001497,20.6910859533461,23.5802716576032,9.29917014311253,7.14057259249507
ENSG00000001561,1.40498683965817,1.75618781278105,0.338851474011574,0.317874113673062
ENSG00000001617,10.525087128501,11.9335766578305,2.54715172987307,3.89400774188867
ENSG00000001626,0.0758929326576618,0.102813271050042,0.00226500679900478,0.00110700298547939
ENSG00000001629,8.4728657056153,9.24941320077428,9.32967977165976,10.6410526022211
ENSG00000001630,33.8508592968279,37.3189517250201,37.9253215868629,32.1188323302814
ENSG00000001631,5.97938084850876,5.63259313651083,4.18251214431776,4.40668326682758
ENSG00000002016,1.72571088959588,1.36814534883777,1.53244054266843,1.55744623357107
ENSG00000002330,8.68737474097481,9.03122748899725,22.6888744540081,19.031996061649
ENSG00000002549,14.0882604144496,18.4029592734066,13.8592335458308,13.238948559791
ENSG00000002586,13.8749532086847,10.4198432458945,100.074415787958,87.6810567030595
ENSG00000002587,0.129964226835245,0.190425186193938,0.404091150450467,0.174743451659577
ENSG00000002745,0.0596899215639734,0.0827997128418821,0.970605226308556,0.0916201673840196
ENSG00000002746,0.321133210517056,0.372862532059847,0.0861472696632609,0.157175261103271
ENSG00000002822,3.87318334563218,4.71461431804321,4.1627674921525,3.48755429208922
ENSG00000002834,46.4079129808188,48.5330856896129,90.8800823789309,78.6017129417961
ENSG00000002919,7.07138046615036,6.98393790232,5.87400529192781,4.80037766152649
ENSG00000002933,0.0576095141429951,0.0490455910205242,0.00963630446912885,0.00947815867711065
ENSG00000003056,31.5569967222941,33.0855017595784,31.662574943128,23.8624064023677
ENSG00000003096,2.16669664342242,1.90129824517768,0.810326828270109,0.683909289193471
ENSG00000003137,0.0466076841295938,0.0844981793438339,0.453042289201946,0.418653305586037
ENSG00000003147,6.56682982073486,6.93864264844495,0.210684447102852,0.126501152386702
ENSG00000003249,13.1373918343929,12.938946565588,1.90128816684031,1.33574893765233
ENSG00000003393,5.79264514574974,6.54697196931163,6.05185905615904,4.93606481840974
ENSG00000003400,0.375951539868433,0.562380643062528,0.123409975799448,0.0756164019275441
ENSG00000003402,0.663908101571954,0.64013171415401,1.69339908768602,1.74936336739374
ENSG00000003436,0.199838192388641,0.30470654926165,8.17652838071181,12.3342353873267
ENSG00000003509,8.40839877553749,10.4928837396953,3.63936646189828,3.65231853191468
ENSG00000003756,5.48524754155021,6.58560167229858,12.1842533459996,13.2109163711255
ENSG00000003987,1.07151332577078,1.3016847332796,0.100279225213666,0.102359511508451
ENSG00000003989,6.22070745333094,5.83708592395555,3.75499898096864,10.1675639148082
ENSG00000004059,65.4263819593089,64.7658030879368,59.6372807267824,50.4753884212995
ENSG00000004139,0.556909659971649,0.489114417627424,1.96711369513033,1.77393866625428
ENSG00000004142,34.3825782235618,33.8841857467013,31.0089534588867,26.7012855415209
ENSG00000004399,8.43551225779798,7.63135332290324,34.2905096541222,21.2596665230081
ENSG00000004455,14.3380149646567,13.1053833914768,12.6139799909456,10.7064751714421
ENSG00000004468,0.07331792912215,0.104392315442011,0.1550675542611,0.179769483661572
ENSG00000004478,92.9258026413977,89.5013011359812,16.7413504926379,15.3514944929796
ENSG00000004487,68.6650303955707,72.3955756202628,33.0889234484438,26.3003398810203
ENSG00000004534,13.5823234547152,14.0602890264324,11.7394991536155,13.9521782584687
ENSG00000004660,1.53994934611897,1.55682724887916,0.854992895669103,0.866213363162175
ENSG00000004700,16.1732656025098,16.5935458208861,23.5623007684469,19.8054615538327
ENSG00000004766,1.08969305152075,1.15502141366355,1.7355689518016,1.61058972650362
ENSG00000004776,0.732858104135155,0.65887618936853,0.939278824374945,6.07631629468745
ENSG00000004777,3.78357741262656,3.65253372425734,3.67545065370676,3.26974655236338
ENSG00000004779,58.9236717528443,51.9822542338788,29.0695361050073,20.8593985710612
ENSG00000004799,0.0214417217892696,0.0344134476670679,0.173270829093649,0.164879690715857
ENSG00000004838,0.0555411981805294,0.0586557524029397,0.16153692789521,0.275615092738013
ENSG00000004864,27.6059994487652,31.2575968769727,12.9079178373699,7.70649209620957
ENSG00000004866,2.33848011942267,2.23825223644935,4.78532503694416,3.74402374667486
