Num	Gene_ID
1	ENSG00000000419
2	ENSG00000001036
3	ENSG00000001084
4	ENSG00000001630
5	ENSG00000002549
6	ENSG00000002587
7	ENSG00000002726
8	ENSG00000003137
9	ENSG00000003989
10	ENSG00000004455
11	ENSG00000004660
12	ENSG00000004779
13	ENSG00000004809
14	ENSG00000004864
15	ENSG00000004939
16	ENSG00000005022
17	ENSG00000005075
18	ENSG00000005187
19	ENSG00000005249
20	ENSG00000005381
21	ENSG00000005421
22	ENSG00000005469
23	ENSG00000005483
24	ENSG00000005882
25	ENSG00000006062
26	ENSG00000006432
27	ENSG00000006530
28	ENSG00000006534
29	ENSG00000006625
30	ENSG00000006756
31	ENSG00000006757
32	ENSG00000006837
33	ENSG00000007001
34	ENSG00000007047
35	ENSG00000007168
36	ENSG00000007350
37	ENSG00000007541
38	ENSG00000008086
39	ENSG00000008118
40	ENSG00000008128
41	ENSG00000008130
42	ENSG00000008300
43	ENSG00000008311
44	ENSG00000008394
45	ENSG00000008513
46	ENSG00000009413
47	ENSG00000010219
48	ENSG00000010256
49	ENSG00000010379
50	ENSG00000010404
51	ENSG00000010810
52	ENSG00000011009
53	ENSG00000011052
54	ENSG00000011083
55	ENSG00000011198
56	ENSG00000011405
57	ENSG00000011485
58	ENSG00000011566
59	ENSG00000012232
60	ENSG00000012660
61	ENSG00000012779
62	ENSG00000012983
63	ENSG00000013288
64	ENSG00000013375
65	ENSG00000013392
66	ENSG00000013441
67	ENSG00000013503
68	ENSG00000014138
69	ENSG00000014641
70	ENSG00000015520
71	ENSG00000015532
72	ENSG00000016391
73	ENSG00000016864
74	ENSG00000017260
75	ENSG00000017483
76	ENSG00000017797
77	ENSG00000018280
78	ENSG00000018510
79	ENSG00000018625
80	ENSG00000019186
81	ENSG00000021461
82	ENSG00000021826
83	ENSG00000023041
84	ENSG00000023228
85	ENSG00000023330
86	ENSG00000023572
87	ENSG00000023697
88	ENSG00000023909
89	ENSG00000025708
90	ENSG00000025800
91	ENSG00000026103
92	ENSG00000026652
93	ENSG00000027075
94	ENSG00000027847
95	ENSG00000028116
96	ENSG00000030066
97	ENSG00000030304
98	ENSG00000031698
99	ENSG00000032444
100	ENSG00000033011
101	ENSG00000033100
102	ENSG00000033170
103	ENSG00000033627
104	ENSG00000033867
105	ENSG00000034152
106	ENSG00000035664
107	ENSG00000035687
108	ENSG00000036530
109	ENSG00000037280
110	ENSG00000037757
111	ENSG00000038002
112	ENSG00000038210
113	ENSG00000038274
114	ENSG00000038382
115	ENSG00000039123
116	ENSG00000040199
117	ENSG00000040933
118	ENSG00000044446
119	ENSG00000044524
120	ENSG00000047230
121	ENSG00000047249
122	ENSG00000047315
123	ENSG00000047410
124	ENSG00000047457
125	ENSG00000047936
126	ENSG00000048392
127	ENSG00000049239
128	ENSG00000049860
129	ENSG00000050438
130	ENSG00000050748
131	ENSG00000051341
132	ENSG00000051382
133	ENSG00000052802
134	ENSG00000053371
135	ENSG00000054148
136	ENSG00000054356
137	ENSG00000054392
138	ENSG00000054983
139	ENSG00000055332
140	ENSG00000055609
141	ENSG00000056998
142	ENSG00000057252
143	ENSG00000058091
144	ENSG00000058600
145	ENSG00000058668
146	ENSG00000058729
147	ENSG00000058804
148	ENSG00000059377
149	ENSG00000059573
150	ENSG00000059758
151	ENSG00000059804
152	ENSG00000060069
153	ENSG00000060237
154	ENSG00000060642
155	ENSG00000060656
156	ENSG00000060762
157	ENSG00000060971
158	ENSG00000060982
159	ENSG00000061918
160	ENSG00000061938
161	ENSG00000062485
162	ENSG00000062822
163	ENSG00000063176
164	ENSG00000063601
165	ENSG00000063854
166	ENSG00000064225
167	ENSG00000064393
168	ENSG00000064601
169	ENSG00000064651
170	ENSG00000064763
171	ENSG00000065154
172	ENSG00000065243
173	ENSG00000065357
174	ENSG00000065361
175	ENSG00000065427
176	ENSG00000065518
177	ENSG00000065534
178	ENSG00000065559
179	ENSG00000065613
180	ENSG00000065615
181	ENSG00000065675
182	ENSG00000065833
183	ENSG00000065883
184	ENSG00000065911
185	ENSG00000065989
186	ENSG00000066056
187	ENSG00000066230
188	ENSG00000066322
189	ENSG00000066379
190	ENSG00000066468
191	ENSG00000066813
192	ENSG00000066926
193	ENSG00000067057
194	ENSG00000067064
195	ENSG00000067113
196	ENSG00000067225
197	ENSG00000067606
198	ENSG00000067829
199	ENSG00000067840
200	ENSG00000067900
201	ENSG00000067992
202	ENSG00000068001
203	ENSG00000068078
204	ENSG00000068120
205	ENSG00000068366
206	ENSG00000068383
207	ENSG00000068650
208	ENSG00000068654
209	ENSG00000068745
210	ENSG00000068903
211	ENSG00000068976
212	ENSG00000069020
213	ENSG00000069248
214	ENSG00000069535
215	ENSG00000069849
216	ENSG00000069943
217	ENSG00000069956
218	ENSG00000070159
219	ENSG00000070214
220	ENSG00000070501
221	ENSG00000070610
222	ENSG00000070614
223	ENSG00000070669
224	ENSG00000070731
225	ENSG00000070759
226	ENSG00000070770
227	ENSG00000070778
228	ENSG00000070808
229	ENSG00000070961
230	ENSG00000071054
231	ENSG00000071242
232	ENSG00000071553
233	ENSG00000071967
234	ENSG00000072041
235	ENSG00000072042
236	ENSG00000072062
237	ENSG00000072133
238	ENSG00000072135
239	ENSG00000072195
240	ENSG00000072210
241	ENSG00000072274
242	ENSG00000072310
243	ENSG00000072506
244	ENSG00000072518
245	ENSG00000072682
246	ENSG00000072756
247	ENSG00000072778
248	ENSG00000072786
249	ENSG00000073060
250	ENSG00000073417
251	ENSG00000073578
252	ENSG00000073711
253	ENSG00000073734
254	ENSG00000073737
255	ENSG00000073756
256	ENSG00000073803
257	ENSG00000073849
258	ENSG00000074370
259	ENSG00000074410
260	ENSG00000074416
261	ENSG00000074590
262	ENSG00000074621
263	ENSG00000074696
264	ENSG00000074800
265	ENSG00000074966
266	ENSG00000075188
267	ENSG00000075239
268	ENSG00000075413
269	ENSG00000075415
270	ENSG00000075651
271	ENSG00000076201
272	ENSG00000076351
273	ENSG00000076555
274	ENSG00000076685
275	ENSG00000076984
276	ENSG00000077009
277	ENSG00000077044
278	ENSG00000077264
279	ENSG00000077463
280	ENSG00000077498
281	ENSG00000077514
282	ENSG00000077782
283	ENSG00000078061
284	ENSG00000078070
285	ENSG00000078124
286	ENSG00000078142
287	ENSG00000078237
288	ENSG00000078269
289	ENSG00000079215
290	ENSG00000079277
291	ENSG00000079335
292	ENSG00000079435
293	ENSG00000079459
294	ENSG00000079462
295	ENSG00000079739
296	ENSG00000079805
297	ENSG00000079931
298	ENSG00000080493
299	ENSG00000080511
300	ENSG00000080819
301	ENSG00000080823
302	ENSG00000081181
303	ENSG00000081237
304	ENSG00000081320
305	ENSG00000081377
306	ENSG00000081479
307	ENSG00000081721
308	ENSG00000081760
309	ENSG00000081800
310	ENSG00000081913
311	ENSG00000081923
312	ENSG00000082212
313	ENSG00000083123
314	ENSG00000083223
315	ENSG00000083290
316	ENSG00000083720
317	ENSG00000083807
318	ENSG00000084090
319	ENSG00000084112
320	ENSG00000084207
321	ENSG00000084453
322	ENSG00000084754
323	ENSG00000084774
324	ENSG00000085231
325	ENSG00000085415
326	ENSG00000085511
327	ENSG00000085563
328	ENSG00000085662
329	ENSG00000085871
330	ENSG00000085998
331	ENSG00000086015
332	ENSG00000086062
333	ENSG00000086159
334	ENSG00000086232
335	ENSG00000086544
336	ENSG00000086848
337	ENSG00000087008
338	ENSG00000087053
339	ENSG00000087076
