Num	gene_ID
1	ENSG00000000419
2	ENSG00000001036
3	ENSG00000001084
4	ENSG00000001630
5	ENSG00000002549
6	ENSG00000002726
7	ENSG00000003137
8	ENSG00000003989
9	ENSG00000004455
10	ENSG00000004779
11	ENSG00000004864
12	ENSG00000004939
13	ENSG00000005022
14	ENSG00000005075
15	ENSG00000005249
16	ENSG00000005381
17	ENSG00000005421
18	ENSG00000005469
19	ENSG00000005483
20	ENSG00000005882
21	ENSG00000006062
22	ENSG00000006625
23	ENSG00000006756
24	ENSG00000006757
25	ENSG00000007001
26	ENSG00000007047
27	ENSG00000007168
28	ENSG00000007350
29	ENSG00000007541
30	ENSG00000008128
31	ENSG00000008130
32	ENSG00000008311
33	ENSG00000008394
34	ENSG00000008513
35	ENSG00000010219
36	ENSG00000010256
37	ENSG00000010404
38	ENSG00000010810
39	ENSG00000011009
40	ENSG00000011052
41	ENSG00000011083
42	ENSG00000011198
43	ENSG00000011485
44	ENSG00000011566
45	ENSG00000012232
46	ENSG00000012660
47	ENSG00000012779
48	ENSG00000012983
49	ENSG00000013288
50	ENSG00000013375
51	ENSG00000013392
52	ENSG00000013441
53	ENSG00000013503
54	ENSG00000014138
55	ENSG00000014641
56	ENSG00000015520
57	ENSG00000015532
58	ENSG00000016864
59	ENSG00000017260
60	ENSG00000017483
61	ENSG00000017797
62	ENSG00000018280
63	ENSG00000018510
64	ENSG00000019186
65	ENSG00000021461
66	ENSG00000023041
67	ENSG00000023228
68	ENSG00000023330
69	ENSG00000023572
70	ENSG00000023697
71	ENSG00000023909
72	ENSG00000025800
73	ENSG00000026103
74	ENSG00000027847
75	ENSG00000028116
76	ENSG00000030066
77	ENSG00000030304
78	ENSG00000031698
79	ENSG00000032444
80	ENSG00000033011
81	ENSG00000033100
82	ENSG00000033170
83	ENSG00000033867
84	ENSG00000034152
85	ENSG00000035687
86	ENSG00000037757
87	ENSG00000038002
88	ENSG00000038210
89	ENSG00000038274
90	ENSG00000039123
91	ENSG00000040933
92	ENSG00000047230
93	ENSG00000047249
94	ENSG00000047315
95	ENSG00000047410
96	ENSG00000047936
97	ENSG00000048392
98	ENSG00000049239
99	ENSG00000049860
100	ENSG00000050748
101	ENSG00000051382
102	ENSG00000052802
103	ENSG00000053371
104	ENSG00000054148
105	ENSG00000054392
106	ENSG00000054983
107	ENSG00000055332
108	ENSG00000056998
109	ENSG00000057252
110	ENSG00000058091
111	ENSG00000058600
112	ENSG00000058668
113	ENSG00000058729
114	ENSG00000058804
115	ENSG00000059573
116	ENSG00000059758
117	ENSG00000059804
118	ENSG00000060069
119	ENSG00000060237
120	ENSG00000060642
121	ENSG00000060656
122	ENSG00000060762
123	ENSG00000060971
124	ENSG00000060982
125	ENSG00000062485
126	ENSG00000062822
127	ENSG00000063176
128	ENSG00000063601
129	ENSG00000063854
130	ENSG00000064601
131	ENSG00000064763
132	ENSG00000065154
133	ENSG00000065243
134	ENSG00000065357
135	ENSG00000065427
136	ENSG00000065518
137	ENSG00000065559
138	ENSG00000065613
139	ENSG00000065833
140	ENSG00000065911
141	ENSG00000066230
142	ENSG00000066322
143	ENSG00000066379
144	ENSG00000066926
145	ENSG00000067057
146	ENSG00000067064
147	ENSG00000067113
148	ENSG00000067225
149	ENSG00000067829
150	ENSG00000067840
151	ENSG00000067900
152	ENSG00000068001
153	ENSG00000068078
154	ENSG00000068120
155	ENSG00000068366
156	ENSG00000068383
157	ENSG00000068654
158	ENSG00000068745
159	ENSG00000068903
160	ENSG00000069248
161	ENSG00000069943
162	ENSG00000069956
163	ENSG00000070501
164	ENSG00000070610
165	ENSG00000070614
166	ENSG00000070669
167	ENSG00000070770
168	ENSG00000070778
169	ENSG00000070961
170	ENSG00000071054
171	ENSG00000071242
172	ENSG00000071553
173	ENSG00000071967
174	ENSG00000072042
175	ENSG00000072062
176	ENSG00000072135
177	ENSG00000072310
178	ENSG00000072506
179	ENSG00000072518
180	ENSG00000072682
181	ENSG00000072756
182	ENSG00000072778
183	ENSG00000072786
184	ENSG00000073060
185	ENSG00000073417
186	ENSG00000073578
187	ENSG00000073711
188	ENSG00000073734
189	ENSG00000073737
190	ENSG00000073756
191	ENSG00000073849
192	ENSG00000074416
193	ENSG00000074590
194	ENSG00000074621
195	ENSG00000074696
196	ENSG00000074800
197	ENSG00000074966
198	ENSG00000075188
199	ENSG00000075239
200	ENSG00000075413
201	ENSG00000075415
202	ENSG00000076201
203	ENSG00000076351
204	ENSG00000076685
205	ENSG00000076984
206	ENSG00000077044
207	ENSG00000077463
208	ENSG00000077498
209	ENSG00000077514
210	ENSG00000078061
211	ENSG00000078070
212	ENSG00000078124
213	ENSG00000078237
214	ENSG00000079215
215	ENSG00000079435
216	ENSG00000079459
217	ENSG00000079462
218	ENSG00000079739
219	ENSG00000079805
220	ENSG00000079931
221	ENSG00000080511
222	ENSG00000080819
223	ENSG00000081181
224	ENSG00000081237
225	ENSG00000081320
226	ENSG00000081721
227	ENSG00000081800
228	ENSG00000083123
229	ENSG00000083223
230	ENSG00000083290
231	ENSG00000083720
232	ENSG00000083807
233	ENSG00000084090
234	ENSG00000084207
235	ENSG00000084754
236	ENSG00000084774
237	ENSG00000085231
238	ENSG00000085415
239	ENSG00000085511
240	ENSG00000085662
241	ENSG00000085871
242	ENSG00000085998
243	ENSG00000086015
244	ENSG00000086062
245	ENSG00000086159
246	ENSG00000086232
247	ENSG00000086544
248	ENSG00000086848
249	ENSG00000087008
250	ENSG00000087053
251	ENSG00000087076
252	ENSG00000087085
253	ENSG00000087095
254	ENSG00000087157
255	ENSG00000087253
256	ENSG00000087470
257	ENSG00000087586
258	ENSG00000088035
259	ENSG00000088386
260	ENSG00000088766
261	ENSG00000088826
262	ENSG00000089057
263	ENSG00000089597
264	ENSG00000090013
265	ENSG00000090020
266	ENSG00000090054
267	ENSG00000090060
268	ENSG00000090266
269	ENSG00000090402
270	ENSG00000090661
271	ENSG00000090857
272	ENSG00000090861
273	ENSG00000090971
274	ENSG00000091138
275	ENSG00000091140
276	ENSG00000091483
277	ENSG00000092621
278	ENSG00000092964
279	ENSG00000093000
280	ENSG00000093010
281	ENSG00000093217
282	ENSG00000094841
283	ENSG00000094914
284	ENSG00000095015
285	ENSG00000095059
286	ENSG00000095139
287	ENSG00000095319
288	ENSG00000095321
289	ENSG00000095380
290	ENSG00000095464
291	ENSG00000095596
292	ENSG00000096006
293	ENSG00000096063
294	ENSG00000096717
295	ENSG00000096968
296	ENSG00000097007
297	ENSG00000097021
298	ENSG00000097033
299	ENSG00000097046
300	ENSG00000099194
301	ENSG00000099377
302	ENSG00000099381
303	ENSG00000099624
304	ENSG00000099795
305	ENSG00000099797
306	ENSG00000099810
307	ENSG00000099817
308	ENSG00000099821
309	ENSG00000099875
310	ENSG00000099904
311	ENSG00000099998
312	ENSG00000100030
313	ENSG00000100031
314	ENSG00000100034
315	ENSG00000100075
316	ENSG00000100078
317	ENSG00000100092
318	ENSG00000100101
319	ENSG00000100116
320	ENSG00000100121
321	ENSG00000100142
322	ENSG00000100170
323	ENSG00000100243
324	ENSG00000100288
325	ENSG00000100292
326	ENSG00000100294
327	ENSG00000100299
328	ENSG00000100330
329	ENSG00000100344
330	ENSG00000100348
331	ENSG00000100372
332	ENSG00000100412
333	ENSG00000100413
334	ENSG00000100417
335	ENSG00000100422
336	ENSG00000100448
337	ENSG00000100504
338	ENSG00000100522
339	ENSG00000100526
